PUMA10,PUMA00,FREQUENCY,SUM_H7V001,PERCPOP10
G12011702,G1202002,1560,54650.00000000000,0.52424073825
G12011702,G1202003,78,1625.00000000000,0.01558812808
G12011703,G1202001,345,13605.00000000000,0.13044853971
G12011703,G1202002,57,5187.00000000000,0.04973440466
G12011703,G1202003,1577,85502.00000000000,0.81981705563
G12011704,G1202002,1407,83302.00000000000,0.77422532855
G12011704,G1202003,486,24292.00000000000,0.22577467145
G12012100,G1200600,5063,41794.00000000000,0.39054703123
G12012100,G1200800,5192,65220.00000000000,0.60945296877
G12012701,G1201400,1,0.00000000000,0.00000000000
G12012701,G1201901,3842,110993.00000000000,1.00000000000
G12012702,G1201901,216,6318.00000000000,0.04946874731
G12012702,G1201902,2407,118838.00000000000,0.93047910615
G12012702,G1201903,76,2561.00000000000,0.02005214654
G12012703,G1201903,3585,130896.00000000000,1.00000000000
G12012704,G1201901,2783,118069.00000000000,1.00000000000
G12012704,G1201902,1,0.00000000000,0.00000000000
G12012704,G1201903,2,0.00000000000,0.00000000000
G13000100,G1303600,1652,14333.00000000000,0.09920953541
G13000100,G1303700,6565,130139.00000000000,0.90079046459
G13000200,G1303600,5611,108150.00000000000,1.00000000000
G13000300,G1302500,1617,14593.00000000000,0.10647161827
G13000300,G1303300,3090,70217.00000000000,0.51230847804
G13000300,G1303600,1669,52250.00000000000,0.38121990369
G13000401,G1303400,3386,122333.00000000000,0.76742070661
G13000401,G1303500,846,37075.00000000000,0.23257929339
G13000402,G1303400,336,11749.00000000000,0.11113318199
G13000402,G1303500,2519,93971.00000000000,0.88886681801
G13000500,G1303300,2,0.00000000000,0.00000000000
G13000500,G1303800,14666,154277.00000000000,0.91619405068
G13000500,G1303900,754,10078.00000000000,0.05984951511
G13000500,G1304300,598,4034.00000000000,0.02395643421
G13000600,G1304300,3132,109233.00000000000,1.00000000000
G13000700,G1303800,1,0.00000000000,0.00000000000
G13000700,G1303900,8694,112718.00000000000,0.87404719256
G13000700,G1304300,1013,16243.00000000000,0.12595280744
G13000800,G1304100,3912,67177.00000000000,0.60034674746
G13000800,G1304200,2065,44720.00000000000,0.39965325255
G13000900,G1304000,3793,122863.00000000000,1.00000000000
G13001001,G1301102,925,94049.00000000000,0.85750104852
G13001001,G1301103,235,15629.00000000000,0.14249895148
G13001001,G1301202,1,0.00000000000,0.00000000000
G13001002,G1301101,658,85478.00000000000,0.79515897970
G13001002,G1301102,165,22020.00000000000,0.20484102030
G13001003,G1301105,1489,60903.00000000000,0.56222478652
G13001003,G1301106,45,1893.00000000000,0.01747519040
G13001003,G1301107,684,45529.00000000000,0.42030002308
G13001004,G1301107,2090,114386.00000000000,1.00000000000
G13001005,G1301101,880,69983.00000000000,0.47185700608
G13001005,G1301102,781,78331.00000000000,0.52814299392
G13001006,G1301103,1460,105976.00000000000,0.96374234970
G13001006,G1301104,74,3987.00000000000,0.03625765030
G13001006,G1301106,1,0.00000000000,0.00000000000
G13001007,G1301103,1,0.00000000000,0.00000000000
G13001007,G1301104,1475,88337.00000000000,0.71286657306
G13001007,G1301105,138,9063.00000000000,0.07313707452
G13001007,G1301201,512,26518.00000000000,0.21399635243
G13001008,G1301204,216,20656.00000000000,0.17671163734
G13001008,G1301205,931,96235.00000000000,0.82328836266
G13001100,G1304100,4538,53966.00000000000,0.44353307636
G13001100,G1304200,4973,67707.00000000000,0.55646692364
G13001200,G1303200,4170,60267.00000000000,0.37622198639
G13001200,G1303300,9203,99923.00000000000,0.62377801361
G13001200,G1303800,2,0.00000000000,0.00000000000
G13001300,G1302500,2097,22598.00000000000,0.15801802684
G13001300,G1302600,3674,58414.00000000000,0.40846380298
G13001300,G1303200,3781,50999.00000000000,0.35661391940
G13001300,G1303300,924,10998.00000000000,0.07690425078
G13001400,G1302700,4279,155547.00000000000,1.00000000000
G13001400,G1302800,1,0.00000000000,0.00000000000
G13001500,G1302800,4605,139900.00000000000,0.92094003028
G13001500,G1303200,739,12010.00000000000,0.07905996972
G13001600,G1301000,1673,39054.00000000000,0.21583711908
G13001600,G1302600,3081,76501.00000000000,0.42279293917
G13001600,G1302800,2836,65387.00000000000,0.36136994175
G13001700,G1303000,4103,189885.00000000000,0.94398763124
G13001700,G1303100,1454,11267.00000000000,0.05601236876
G13001800,G1302900,2328,38889.00000000000,0.22911597490
G13001800,G1303100,7937,111373.00000000000,0.65615812885
G13001800,G1304100,2412,19473.00000000000,0.11472589625
G13001900,G1301000,3911,86907.00000000000,0.57528778621
G13001900,G1301700,6,87.00000000000,0.00057590341
G13001900,G1302000,1767,64073.00000000000,0.42413631038
G13002001,G1301204,101,8153.00000000000,0.06463965750
G13002001,G1301205,354,36447.00000000000,0.28896376754
G13002001,G1301206,606,81530.00000000000,0.64639657496
G13002002,G1301201,902,67474.00000000000,0.52133265341
G13002002,G1301204,782,61952.00000000000,0.47866734659
G13002003,G1301201,230,22220.00000000000,0.14322362739
G13002003,G1301203,1170,104467.00000000000,0.67336375707
G13002003,G1301206,430,28455.00000000000,0.18341261554
G13002004,G1301102,3,59.00000000000,0.00042790833
G13002004,G1301202,1352,137775.00000000000,0.99923846823
G13002004,G1301505,3,46.00000000000,0.00033362344
G13002100,G1302000,2990,127317.00000000000,1.00000000000
G13002200,G1302900,4499,100870.00000000000,1.00000000000
G13002300,G1301800,3010,110527.00000000000,1.00000000000
G13002400,G1302000,1706,106567.00000000000,1.00000000000
G13002500,G1302100,7120,166572.00000000000,1.00000000000
G13002600,G1300100,5206,149296.00000000000,0.85143658823
G13002600,G1300200,8,35.00000000000,0.00019960535
G13002600,G1302100,1121,26015.00000000000,0.14836380642
G13002700,G1300100,1,183.00000000000,0.00178364312
G13002700,G1300200,3130,102416.00000000000,0.99821635689
G13002800,G1300200,2977,94814.00000000000,0.53804640816
G13002800,G1300300,3518,51974.00000000000,0.29493981920
G13002800,G1300800,1082,29431.00000000000,0.16701377264
G13002900,G1300700,3446,100157.00000000000,1.00000000000
G13003001,G1301301,2237,102881.00000000000,0.73464389255
G13003001,G1301303,534,28627.00000000000,0.20441724626
G13003001,G1301304,93,8522.00000000000,0.06085317262
G13003001,G1301305,5,12.00000000000,0.00008568858
G13003002,G1301305,1603,124405.00000000000,1.00000000000
G13003003,G1301304,565,31994.00000000000,0.25943465075
G13003003,G1301305,972,91328.00000000000,0.74056534925
G13003004,G1301303,1296,68610.00000000000,0.44382774748
G13003004,G1301304,1212,85977.00000000000,0.55617225252
G13003004,G1301800,1,0.00000000000,0.00000000000
G13003005,G1301301,130,13438.00000000000,0.09221668657
G13003005,G1301302,1141,114387.00000000000,0.78496726644
G13003005,G1301303,182,17897.00000000000,0.12281604699
G13003101,G1301302,2,0.00000000000,0.00000000000
G13003101,G1301900,1698,102871.00000000000,1.00000000000
G13003102,G1300800,1,4.00000000000,0.00003588248
G13003102,G1301900,1754,111471.00000000000,0.99996411752
G13003200,G1300300,5480,105190.00000000000,0.82474145974
G13003200,G1300800,932,22353.00000000000,0.17525854026
G13003300,G1300800,1704,175511.00000000000,1.00000000000
G13003400,G1300300,5,38.00000000000,0.00021148238
G13003400,G1300400,1,0.00000000000,0.00000000000
G13003400,G1300600,4196,179646.00000000000,0.99978851762
G13003500,G1300300,1714,43041.00000000000,0.31903964183
G13003500,G1300400,5837,91867.00000000000,0.68096035817
G13003600,G1300500,1797,116714.00000000000,1.00000000000
G13003700,G1300500,2298,60950.00000000000,0.54425960156
G13003700,G1302200,3494,51037.00000000000,0.45574039844
G13003800,G1300400,2121,60485.00000000000,0.46579952561
G13003800,G1300900,1420,69367.00000000000,0.53420047439
G13003900,G1300900,1780,83768.00000000000,0.72503808337
G13003900,G1302200,1421,17868.00000000000,0.15465309514
G13003900,G1302600,1028,13900.00000000000,0.12030882149
G13004000,G1302300,5787,200549.00000000000,1.00000000000
G13004000,G4500900,1,0.00000000000,0.00000000000
G13004001,G1301501,1,0.00000000000,0.00000000000
G13004001,G1301505,1473,135979.00000000000,1.00000000000
G13004002,G1301502,1457,108241.00000000000,1.00000000000
G13004003,G1301501,610,59322.00000000000,0.41060391071
G13004003,G1301502,387,59656.00000000000,0.41291572937
G13004003,G1301503,184,25497.00000000000,0.17648035992
G13004004,G1301501,126,17198.00000000000,0.16550542767
G13004004,G1301502,622,77954.00000000000,0.75019247055
G13004004,G1301503,74,8760.00000000000,0.08430210178
G13004005,G1301501,2,0.00000000000,0.00000000000
G13004005,G1301503,902,99425.00000000000,0.83939787924
G13004005,G1301504,247,19023.00000000000,0.16060212076
G13004006,G1301203,3,0.00000000000,0.00000000000
G13004006,G1301501,404,66206.00000000000,0.34080075772
G13004006,G1301503,128,14969.00000000000,0.07705414226
G13004006,G1301504,882,113091.00000000000,0.58214510002
G13004100,G1302300,1,0.00000000000,0.00000000000
G13004100,G1302400,1571,124053.00000000000,1.00000000000
G13004100,G4500800,2,0.00000000000,0.00000000000
G13004200,G1302200,4047,35569.00000000000,0.27297983868
G13004200,G1302400,1213,21875.00000000000,0.16788309964
G13004200,G1302500,6793,72855.00000000000,0.55913706168
G13004300,G1301600,3615,185163.00000000000,0.99994599645
G13004300,G1302600,5,10.00000000000,0.00005400355
G13004400,G1300700,17,105.00000000000,0.00079303339
G13004400,G1301304,1,0.00000000000,0.00000000000
G13004400,G1301800,1681,132298.00000000000,0.99920696661
G13004500,G1300700,1844,142266.00000000000,0.99959247913
G13004500,G1301305,7,52.00000000000,0.00036536354
G13004500,G1301800,3,6.00000000000,0.00004215733
G13004600,G1301103,103,4696.00000000000,0.03756289145
G13004600,G1301104,329,21028.00000000000,0.16820112465
G13004600,G1301105,250,12406.00000000000,0.09923450411
G13004600,G1301106,1348,81336.00000000000,0.65059951847
G13004600,G1301107,62,5551.00000000000,0.04440196133
G13005001,G1301401,48,6984.00000000000,0.06351920401
G13005001,G1301402,1128,102967.00000000000,0.93648079599
G13005002,G1301105,6,0.00000000000,0.00000000000
G13005002,G1301401,1957,117941.00000000000,0.78904551324
G13005002,G1301402,366,31532.00000000000,0.21095448676
G13006001,G1301000,9,421.00000000000,0.00418368462
G13006001,G1301700,1628,100208.00000000000,0.99581631538
G13006002,G1301700,1381,103471.00000000000,1.00000000000
G15000100,G1500100,6767,222015.00000000000,1.00000000000
G15000200,G1500200,8674,185079.00000000000,1.00000000000
G15000301,G1500301,1508,100975.00000000000,1.00000000000
G15000302,G1500302,987,115164.00000000000,1.00000000000
G15000303,G1500302,3,0.00000000000,0.00000000000
G15000303,G1500303,857,107596.00000000000,1.00000000000
G15000304,G1500304,653,121369.00000000000,1.00000000000
G15000305,G1500304,2,3.00000000000,0.00002619310
G15000305,G1500305,807,114531.00000000000,0.99997380691
G15000306,G1500306,1599,141533.00000000000,0.99942096529
G15000306,G1500307,52,82.00000000000,0.00057903471
G15000307,G1500301,279,23212.00000000000,0.15970607257
G15000307,G1500307,717,122130.00000000000,0.84029392743
G15000308,G1500301,1,0.00000000000,0.00000000000
G15000308,G1500307,1029,106612.00000000000,1.00000000000
G16000100,G1600100,12244,78744.00000000000,0.67889781702
G16000100,G1600200,2747,37244.00000000000,0.32110218298
G16000200,G1600100,4584,133649.00000000000,1.00000000000
G16000300,G1600200,11430,68114.00000000000,0.64773624200
G16000300,G1600300,8271,16177.00000000000,0.15383664426
G16000300,G1600400,11107,20866.00000000000,0.19842711374
G16000400,G1600400,6734,49539.00000000000,0.46779036827
G16000400,G1600500,2202,22458.00000000000,0.21206798867
G16000400,G1600600,41,1405.00000000000,0.01326723324
G16000400,G1600700,1098,32497.00000000000,0.30686496695
G16000400,G4100300,7,1.00000000000,0.00000944287
G16000500,G1600400,4122,11526.00000000000,0.10389774284
G16000500,G1600500,4560,99410.00000000000,0.89610225716
G16000600,G1600500,2423,67055.00000000000,0.59599676470
G16000600,G1600600,8,408.00000000000,0.00362637656
G16000600,G1600700,1111,45046.00000000000,0.40037685874
G16000701,G1600600,401,30536.00000000000,0.28983361333
G16000701,G1600700,1560,74821.00000000000,0.71016638667
G16000702,G1600600,1622,84926.00000000000,0.84365811015
G16000702,G1600700,425,15738.00000000000,0.15634188985
G16000800,G1600600,1639,73685.00000000000,0.68872209968
G16000800,G1600700,2241,33303.00000000000,0.31127790033
G16000900,G1600400,1,0.00000000000,0.00000000000
G16000900,G1600800,9970,100182.00000000000,1.00000000000
G16001000,G1600400,5441,27038.00000000000,0.24002627701
G16001000,G1600800,18432,85608.00000000000,0.75997372299
G16001100,G1600300,8834,87088.00000000000,0.67060408886
G16001100,G1600900,2889,42777.00000000000,0.32939591114
G16001200,G1600300,6570,104234.00000000000,1.00000000000
G16001200,G1600900,2,0.00000000000,0.00000000000
G16001200,G5600100,1,0.00000000000,0.00000000000
G16001300,G1600300,1,0.00000000000,0.00000000000
G16001300,G1600900,17123,123507.00000000000,1.00000000000
G16001300,G5600100,2,0.00000000000,0.00000000000
G17000104,G1700101,8942,96563.00000000000,0.72826070561
G17000104,G1702600,2977,36031.00000000000,0.27173929439
G17000105,G1700101,598,7127.00000000000,0.04830357990
G17000105,G1700102,1496,33600.00000000000,0.22772559066
G17000105,G1700103,2595,106819.00000000000,0.72397082944
G17000202,G1700102,5091,66920.00000000000,0.37024947024
G17000202,G1700200,11425,113823.00000000000,0.62975052976
G17000300,G1700200,3,0.00000000000,0.00000000000
G17000300,G1700300,11061,112680.00000000000,1.00000000000
G17000401,G1700400,11752,121284.00000000000,0.84067956387
G17000401,G1701202,1213,22985.00000000000,0.15932043613
G17000501,G1700500,10475,104254.00000000000,0.73410038306
G17000501,G1701102,2552,37762.00000000000,0.26589961695
G17000600,G1700600,10368,103477.00000000000,1.00000000000
G17000700,G1700700,12147,109491.00000000000,1.00000000000
G17000800,G1700800,17598,141300.00000000000,1.00000000000
G17000900,G1700900,13808,188486.00000000000,1.00000000000
G17000900,G1701000,3,0.00000000000,0.00000000000
G17001001,G1701000,11089,126456.00000000000,0.79326027363
G17001001,G1701102,1689,32957.00000000000,0.20673972637
G17001104,G1701101,2376,88602.00000000000,0.58704423934
G17001104,G1701102,2566,62327.00000000000,0.41295576066
G17001105,G1701101,3534,93933.00000000000,0.78851142059
G17001105,G1701102,1996,25194.00000000000,0.21148857942
G17001204,G1701202,4177,121372.00000000000,1.00000000000
G17001205,G1701201,5510,114625.00000000000,0.77496450544
G17001205,G1701202,985,33285.00000000000,0.22503549456
G17001300,G1701300,3419,113003.00000000000,0.57226270719
G17001300,G1701400,5415,84464.00000000000,0.42773729281
G17001500,G1701500,4529,110768.00000000000,1.00000000000
G17001602,G1701400,4390,43010.00000000000,0.29000262965
G17001602,G1701600,12032,105299.00000000000,0.70999737036
G17001701,G1701700,2323,111804.00000000000,0.59950454170
G17001701,G1701800,3318,74690.00000000000,0.40049545830
G17001900,G1701900,6430,135394.00000000000,1.00000000000
G17002000,G1702000,6781,169572.00000000000,1.00000000000
G17002100,G1702100,7268,201081.00000000000,1.00000000000
G17002200,G1702200,17442,164374.00000000000,1.00000000000
G17002300,G1702300,4280,113449.00000000000,1.00000000000
G17002300,G1703101,1,0.00000000000,0.00000000000
G17002400,G1702400,6686,113924.00000000000,1.00000000000
G17002501,G1701800,3036,38664.00000000000,0.25571259449
G17002501,G1702500,10526,112537.00000000000,0.74428740551
G17002501,G1702600,1,0.00000000000,0.00000000000
G17002601,G1702600,3973,105160.00000000000,1.00000000000
G17002700,G1702700,6015,101208.00000000000,1.00000000000
G17002700,G1702900,1,0.00000000000,0.00000000000
G17002801,G1702800,4235,149253.00000000000,0.73099094422
G17002801,G1702900,2475,54926.00000000000,0.26900905578
G17002901,G1702800,44,456.00000000000,0.00313937157
G17002901,G1702900,4535,144796.00000000000,0.99686062843
G17003005,G1703005,2247,146149.00000000000,1.00000000000
G17003007,G1703003,232,14871.00000000000,0.12741074565
G17003007,G1703004,2320,101846.00000000000,0.87258925435
G17003008,G1703003,2383,138542.00000000000,1.00000000000
G17003008,G1703006,1,0.00000000000,0.00000000000
G17003009,G1703003,258,11676.00000000000,0.10254608690
G17003009,G1703004,675,27657.00000000000,0.24290143245
G17003009,G1703006,2548,74528.00000000000,0.65455248066
G17003102,G1703102,3131,133389.00000000000,1.00000000000
G17003102,G1703103,2,0.00000000000,0.00000000000
G17003105,G1703103,1178,60010.00000000000,0.42764095548
G17003105,G1703104,1261,80318.00000000000,0.57235904452
G17003106,G1703104,2417,169265.00000000000,1.00000000000
G17003107,G1703103,2674,123191.00000000000,1.00000000000
G17003107,G1703414,2,0.00000000000,0.00000000000
G17003108,G1703101,3540,98194.00000000000,0.88155709374
G17003108,G1703102,1,0.00000000000,0.00000000000
G17003108,G1703103,309,13193.00000000000,0.11844290626
G17003202,G1703201,6,0.00000000000,0.00000000000
G17003202,G1703202,2170,117061.00000000000,1.00000000000
G17003203,G1703203,1940,116268.00000000000,1.00000000000
G17003204,G1703204,3029,146795.00000000000,1.00000000000
G17003205,G1703205,2431,123449.00000000000,1.00000000000
G17003207,G1703206,2510,116449.00000000000,1.00000000000
G17003208,G1703201,1993,93600.00000000000,0.52682531463
G17003208,G1703202,2,6.00000000000,0.00003377085
G17003208,G1703206,1261,84062.00000000000,0.47314091452
G17003209,G1703104,1,0.00000000000,0.00000000000
G17003209,G1703201,2031,119234.00000000000,1.00000000000
G17003306,G1703001,1,0.00000000000,0.00000000000
G17003306,G1703303,3871,159552.00000000000,1.00000000000
G17003307,G1703301,1,0.00000000000,0.00000000000
G17003307,G1703302,2336,134243.00000000000,0.95188898658
G17003307,G1703303,396,6785.00000000000,0.04811101342
G17003308,G1703304,2151,70893.00000000000,0.62434938836
G17003308,G1703305,1106,42654.00000000000,0.37565061164
G17003309,G1703301,859,39062.00000000000,0.25112344020
G17003309,G1703303,1329,64853.00000000000,0.41692971347
G17003309,G1703304,1101,51634.00000000000,0.33194684633
G17003309,G1703305,1,0.00000000000,0.00000000000
G17003310,G1703301,1251,65206.00000000000,0.48739030990
G17003310,G1703304,109,1485.00000000000,0.01109981612
G17003310,G1703305,1428,67095.00000000000,0.50150987398
G17003310,G1703403,1,0.00000000000,0.00000000000
G17003401,G1703401,2266,126645.00000000000,1.00000000000
G17003407,G1703407,4646,178470.00000000000,1.00000000000
G17003407,G1703409,2,0.00000000000,0.00000000000
G17003408,G1703408,3550,192426.00000000000,1.00000000000
G17003409,G1703409,3764,152460.00000000000,1.00000000000
G17003410,G1703410,3480,173605.00000000000,1.00000000000
G17003411,G1703411,3704,173435.00000000000,1.00000000000
G17003411,G1703517,1,0.00000000000,0.00000000000
G17003412,G1703412,2478,109799.00000000000,1.00000000000
G17003412,G1703413,1,0.00000000000,0.00000000000
G17003413,G1703413,5292,169326.00000000000,1.00000000000
G17003413,G1703519,1,0.00000000000,0.00000000000
G17003414,G1703103,3,0.00000000000,0.00000000000
G17003414,G1703414,3989,167649.00000000000,1.00000000000
G17003415,G1703401,1,0.00000000000,0.00000000000
G17003415,G1703403,1690,126488.00000000000,1.00000000000
G17003416,G1703403,4,0.00000000000,0.00000000000
G17003416,G1703404,1779,85102.00000000000,0.60559611744
G17003416,G1703405,1362,55424.00000000000,0.39440388256
G17003417,G1703402,1710,120995.00000000000,1.00000000000
G17003418,G1703206,6,0.00000000000,0.00000000000
G17003418,G1703402,1584,109831.00000000000,1.00000000000
G17003419,G1703403,2177,122032.00000000000,1.00000000000
G17003419,G1703505,1,0.00000000000,0.00000000000
G17003420,G1703404,2277,137375.00000000000,0.73889307229
G17003420,G1703406,121,5049.00000000000,0.02715684165
G17003420,G1703505,1176,43496.00000000000,0.23395008606
G17003421,G1703405,4332,180368.00000000000,1.00000000000
G17003421,G1703501,1,0.00000000000,0.00000000000
G17003422,G1703403,27,0.00000000000,0.00000000000
G17003422,G1703406,2416,112512.00000000000,0.86485821681
G17003422,G1703505,327,17581.00000000000,0.13514178319
G17003501,G1703501,1276,167874.00000000000,1.00000000000
G17003502,G1703502,1548,158484.00000000000,1.00000000000
G17003503,G1703405,2,0.00000000000,0.00000000000
G17003503,G1703503,2037,143302.00000000000,1.00000000000
G17003504,G1703405,1,43.00000000000,0.00030423093
G17003504,G1703504,2198,141297.00000000000,0.99969576907
G17003520,G1703406,1,5.00000000000,0.00003802166
G17003520,G1703505,1400,67380.00000000000,0.51237985156
G17003520,G1703506,1001,64119.00000000000,0.48758212678
G17003521,G1703506,1278,92169.00000000000,0.48336243923
G17003521,G1703507,1616,98514.00000000000,0.51663756077
G17003522,G1703509,2163,137867.00000000000,1.00000000000
G17003523,G1703508,2575,130803.00000000000,0.62260163453
G17003523,G1703511,761,79288.00000000000,0.37739836547
G17003524,G1703509,1416,81432.00000000000,0.47321625737
G17003524,G1703510,1339,54881.00000000000,0.31892353645
G17003524,G1703511,627,35769.00000000000,0.20786020618
G17003525,G1703509,2,0.00000000000,0.00000000000
G17003525,G1703510,1327,131157.00000000000,1.00000000000
G17003526,G1703512,2928,164118.00000000000,1.00000000000
G17003527,G1703513,2800,149010.00000000000,1.00000000000
G17003528,G1703513,829,55628.00000000000,0.36031064389
G17003528,G1703515,776,32602.00000000000,0.21116789409
G17003528,G1703516,1758,66159.00000000000,0.42852146202
G17003529,G1703514,1503,104200.00000000000,0.57904973604
G17003529,G1703515,1052,75750.00000000000,0.42095026396
G17003530,G1703411,3,0.00000000000,0.00000000000
G17003530,G1703516,771,26493.00000000000,0.20500499106
G17003530,G1703517,2319,102738.00000000000,0.79499500894
G17003531,G1703515,1001,41213.00000000000,0.29975052913
G17003531,G1703516,1035,48743.00000000000,0.35451775025
G17003531,G1703518,1262,44619.00000000000,0.32452305969
G17003531,G1703519,98,2916.00000000000,0.02120866093
G17003532,G1703518,1355,43447.00000000000,0.31938338945
G17003532,G1703519,2716,92587.00000000000,0.68061661055
G17003601,G1703001,919,34930.00000000000,0.25975474631
G17003601,G1703002,935,53114.00000000000,0.39497891770
G17003601,G1703006,1705,46429.00000000000,0.34526633599
G17003602,G1703001,2558,85898.00000000000,0.49285374124
G17003602,G1703002,1933,88389.00000000000,0.50714625876
G17003602,G1703006,1,0.00000000000,0.00000000000
G17003700,G1703006,3874,114643.00000000000,0.69565349304
G17003700,G1703101,4888,50063.00000000000,0.30378218314
G17003700,G1703102,1,93.00000000000,0.00056432381
G18000101,G1800201,2759,115525.00000000000,1.00000000000
G18000102,G1800100,4246,80294.00000000000,0.61520426614
G18000102,G1800202,1365,50222.00000000000,0.38479573386
G18000103,G1703414,1,0.00000000000,0.00000000000
G18000103,G1800202,2170,119826.00000000000,1.00000000000
G18000104,G1800203,2902,130138.00000000000,1.00000000000
G18000200,G1800300,4149,164343.00000000000,1.00000000000
G18000300,G1800400,4789,111467.00000000000,1.00000000000
G18000401,G1800500,4708,93597.00000000000,0.82096870395
G18000401,G1800600,604,20411.00000000000,0.17903129605
G18000402,G1800500,126,5467.00000000000,0.03575001798
G18000402,G1800600,5181,147456.00000000000,0.96424998202
G18000500,G1800700,7439,197559.00000000000,1.00000000000
G18000600,G1800800,9494,161072.00000000000,1.00000000000
G18000700,G1801300,8666,105323.00000000000,1.00000000000
G18000800,G1801200,6465,124409.00000000000,1.00000000000
G18000900,G1801100,6726,132426.00000000000,0.99990184160
G18000900,G1801600,1,13.00000000000,0.00009815840
G18001001,G1800900,2521,103323.00000000000,0.80284546528
G18001001,G1801000,452,25373.00000000000,0.19715453472
G18001002,G1800900,1349,89015.00000000000,0.73839504944
G18001002,G1801000,758,31537.00000000000,0.26160495056
G18001003,G1800900,77,4312.00000000000,0.04064818393
G18001003,G1801000,2894,101769.00000000000,0.95935181607
G18001003,G1801100,1,0.00000000000,0.00000000000
G18001100,G1801400,8919,91776.00000000000,0.73420800000
G18001100,G1801800,1797,33224.00000000000,0.26579200000
G18001200,G1801800,3800,172780.00000000000,1.00000000000
G18001300,G1801500,3049,38966.00000000000,0.28307205021
G18001300,G1801700,4672,98688.00000000000,0.71692794979
G18001400,G1801500,5414,69791.00000000000,0.49903469382
G18001400,G1801600,3685,70061.00000000000,0.50096530618
G18001500,G1801600,2825,34019.00000000000,0.31024513917
G18001500,G1802200,6254,75633.00000000000,0.68975486083
G18001600,G1801400,2880,25748.00000000000,0.23915143409
G18001600,G1802600,1564,17339.00000000000,0.16104733244
G18001600,G1802700,4518,43102.00000000000,0.40033808887
G18001600,G1802800,1836,21475.00000000000,0.19946314460
G18001700,G1802700,6210,107848.00000000000,1.00000000000
G18001801,G1801901,4545,108188.00000000000,1.00000000000
G18001802,G1801902,1943,113910.00000000000,1.00000000000
G18001803,G1801901,1512,57498.00000000000,0.52696795007
G18001803,G1801902,844,51613.00000000000,0.47303204993
G18001900,G1802001,4869,124099.00000000000,0.94274362636
G18001900,G1802002,250,7537.00000000000,0.05725637364
G18002000,G1802100,4423,117671.00000000000,1.00000000000
G18002100,G1802500,3612,68894.00000000000,0.56424704543
G18002100,G1802600,1832,37963.00000000000,0.31091982735
G18002100,G1803000,849,15242.00000000000,0.12483312722
G18002200,G1802500,3867,145448.00000000000,1.00000000000
G18002301,G1802303,1395,103387.00000000000,1.00000000000
G18002302,G1802302,2072,100739.00000000000,0.94540011449
G18002302,G1802303,79,5818.00000000000,0.05459988551
G18002303,G1802301,1614,118447.00000000000,1.00000000000
G18002304,G1802304,2435,136828.00000000000,0.97112074778
G18002304,G1802307,94,4069.00000000000,0.02887925222
G18002305,G1802305,4221,142787.00000000000,1.00000000000
G18002306,G1802306,2273,154027.00000000000,1.00000000000
G18002307,G1802307,1964,137291.00000000000,1.00000000000
G18002400,G1802400,4795,139654.00000000000,1.00000000000
G18002500,G1802002,5086,114438.00000000000,1.00000000000
G18002600,G1802200,2878,68917.00000000000,0.58353795871
G18002600,G1803100,3629,49185.00000000000,0.41646204129
G18002700,G1802600,4142,54740.00000000000,0.33645572110
G18002700,G1802800,4002,41982.00000000000,0.25803953386
G18002700,G1803500,4035,65974.00000000000,0.40550474505
G18002800,G1802500,1,0.00000000000,0.00000000000
G18002800,G1802900,2794,137973.00000000000,0.99999275226
G18002800,G1803500,2,1.00000000000,0.00000724774
G18002900,G1803000,7613,119170.00000000000,1.00000000000
G18003000,G1803100,3375,54265.00000000000,0.48942944243
G18003000,G1803200,2029,32428.00000000000,0.29247614409
G18003000,G1803300,1001,24181.00000000000,0.21809441348
G18003100,G1803100,1521,23077.00000000000,0.19442595604
G18003100,G1803200,5491,95606.00000000000,0.80548979300
G18003100,G3904301,1,10.00000000000,0.00008425097
G18003200,G1803600,3718,33503.00000000000,0.28129670367
G18003200,G1803800,3876,85599.00000000000,0.71870329633
G18003300,G1803700,2690,116189.00000000000,0.64656127054
G18003300,G1803800,1249,63514.00000000000,0.35343872946
G18003300,G2101500,2,0.00000000000,0.00000000000
G18003400,G1802800,3031,38440.00000000000,0.26661672805
G18003400,G1803500,1186,10713.00000000000,0.07430450072
G18003400,G1803600,7611,95024.00000000000,0.65907877123
G18003500,G1803400,3227,113942.00000000000,0.80125734860
G18003500,G1803500,1901,28262.00000000000,0.19874265140
G18003600,G1803300,4170,110232.00000000000,1.00000000000
G18003600,G2101800,1,0.00000000000,0.00000000000
G19000100,G1900100,13065,119202.00000000000,1.00000000000
G19000200,G1900200,12563,116578.00000000000,1.00000000000
G19000400,G1900300,12785,120676.00000000000,1.00000000000
G19000400,G1900400,1,0.00000000000,0.00000000000
G19000500,G1900400,4728,131090.00000000000,1.00000000000
G19000600,G1900200,2012,10680.00000000000,0.08074759572
G19000600,G1900300,2865,27320.00000000000,0.20655658380
G19000600,G1900600,1834,17534.00000000000,0.13256819694
G19000600,G1900900,8440,76730.00000000000,0.58012762354
G19000700,G1900300,2390,20958.00000000000,0.13767958850
G19000700,G1900500,6541,131265.00000000000,0.86232041150
G19000800,G1900500,4505,67615.00000000000,0.51615291837
G19000800,G1900600,2168,20638.00000000000,0.15754438999
G19000800,G1901800,2232,42745.00000000000,0.32630269164
