PUMA10,PUMA00,FREQUENCY,SUM_H7V001,PERCPOP10
G29001400,G2900500,1,0.00000000000,0.00000000000
G29001400,G2901300,12281,141589.00000000000,1.00000000000
G29001500,G2901400,10835,109907.00000000000,1.00000000000
G29001500,G2901500,1,0.00000000000,0.00000000000
G29001600,G2901500,5064,101492.00000000000,1.00000000000
G29001701,G2901601,2018,65235.00000000000,0.63063716250
G29001701,G2901602,749,38208.00000000000,0.36936283751
G29001702,G2901500,3,0.00000000000,0.00000000000
G29001702,G2901601,3091,128574.00000000000,1.00000000000
G29001702,G2901602,1,0.00000000000,0.00000000000
G29001703,G2901601,473,19466.00000000000,0.15152411496
G29001703,G2901602,3501,109002.00000000000,0.84847588505
G29001801,G2901701,2034,123587.00000000000,1.00000000000
G29001801,G2901801,1,0.00000000000,0.00000000000
G29001802,G2901702,2597,125717.00000000000,1.00000000000
G29001803,G2901703,2510,111745.00000000000,1.00000000000
G29001804,G2901601,2,0.00000000000,0.00000000000
G29001804,G2901704,1998,111804.00000000000,1.00000000000
G29001804,G2901706,1,0.00000000000,0.00000000000
G29001805,G2901705,2444,117893.00000000000,0.99997455384
G29001805,G2901707,2,0.00000000000,0.00000000000
G29001805,G2901802,1,3.00000000000,0.00002544616
G29001806,G2901706,1842,114062.00000000000,1.00000000000
G29001807,G1701102,1,0.00000000000,0.00000000000
G29001807,G2901707,2953,158559.00000000000,1.00000000000
G29001808,G1701102,1,0.00000000000,0.00000000000
G29001808,G2901706,4,0.00000000000,0.00000000000
G29001808,G2901707,4,0.00000000000,0.00000000000
G29001808,G2901708,2352,135584.00000000000,1.00000000000
G29001808,G2901900,1,0.00000000000,0.00000000000
G29001901,G2901701,1,1.00000000000,0.00000734462
G29001901,G2901801,3081,91993.00000000000,0.67565403881
G29001901,G2901802,1172,44160.00000000000,0.32433861657
G29001902,G2901707,1,0.00000000000,0.00000000000
G29001902,G2901802,2076,58252.00000000000,0.31807360489
G29001902,G2901803,3246,124888.00000000000,0.68192639511
G29002001,G2901708,5,110.00000000000,0.00100483233
G29002001,G2901900,1946,109361.00000000000,0.99899516767
G29002002,G2901400,1,18.00000000000,0.00016474163
G29002002,G2901900,4659,109244.00000000000,0.99983525837
G29002100,G2901400,2647,25195.00000000000,0.19734471685
G29002100,G2902000,6385,102475.00000000000,0.80265528315
G29002200,G2902000,5221,88037.00000000000,0.69196246109
G29002200,G2902100,3138,39191.00000000000,0.30803753891
G29002300,G2902100,9827,83563.00000000000,0.73603685337
G29002300,G2902200,3519,29968.00000000000,0.26396314663
G29002400,G2902000,3104,22856.00000000000,0.21515174335
G29002400,G2902200,10203,83376.00000000000,0.78484825665
G29002400,G2902300,1,0.00000000000,0.00000000000
G29002500,G2902300,15886,127952.00000000000,1.00000000000
G29002500,G2902400,2,0.00000000000,0.00000000000
G29002601,G2902400,9350,152153.00000000000,1.00000000000
G29002602,G2902400,735,14593.00000000000,0.12404056202
G29002602,G2902500,3438,103054.00000000000,0.87595943798
G29002603,G2902400,2160,65658.00000000000,0.55175717239
G29002603,G2902500,1882,53340.00000000000,0.44824282761
G29002700,G2902400,4,3.00000000000,0.00002104421
G29002700,G2902600,14810,142554.00000000000,0.99997895579
G29002800,G2902700,9621,175518.00000000000,1.00000000000
G30000100,G3000100,13666,110615.00000000000,0.89195574693
G30000100,G3000200,2393,13399.00000000000,0.10804425307
G30000200,G1600100,1,0.00000000000,0.00000000000
G30000200,G3000100,7845,40159.00000000000,0.20711939059
G30000200,G3000700,10665,153734.00000000000,0.79288060941
G30000300,G3000500,7389,16937.00000000000,0.11219974297
G30000300,G3000600,18329,134017.00000000000,0.88780025703
G30000400,G3000200,18177,131688.00000000000,0.89082508608
G30000400,G3000300,3213,14248.00000000000,0.09638293411
G30000400,G3000500,1209,1891.00000000000,0.01279197981
G30000400,G3000600,1,0.00000000000,0.00000000000
G30000500,G3000300,6197,22846.00000000000,0.17849134732
G30000500,G3000500,9699,105149.00000000000,0.82150865268
G30000600,G3000300,27746,96760.00000000000,0.68498290374
G30000600,G3000400,3158,44499.00000000000,0.31501709626
G30000700,G3000400,2601,103473.00000000000,1.00000000000
G31000100,G3100100,30896,111531.00000000000,1.00000000000
G31000100,G4600500,2,0.00000000000,0.00000000000
G31000100,G5600300,3,0.00000000000,0.00000000000
G31000200,G3100200,31806,184039.00000000000,1.00000000000
G31000300,G3100300,21266,106716.00000000000,1.00000000000
G31000300,G3100500,1,0.00000000000,0.00000000000
G31000400,G2000100,1,0.00000000000,0.00000000000
G31000400,G3100100,1,0.00000000000,0.00000000000
G31000400,G3100400,23522,106374.00000000000,1.00000000000
G31000500,G3100300,1,0.00000000000,0.00000000000
G31000500,G3100500,19089,114645.00000000000,1.00000000000
G31000600,G3100200,83,135.00000000000,0.00097309220
G31000600,G3100600,27835,138598.00000000000,0.99902690780
G31000701,G3100701,12978,102946.00000000000,1.00000000000
G31000702,G3100701,375,2288.00000000000,0.01440443213
G31000702,G3100702,5057,156552.00000000000,0.98559556787
G31000801,G3100801,4345,151347.00000000000,0.98347520957
G31000801,G3100802,111,2543.00000000000,0.01652479043
G31000802,G3100802,3733,131517.00000000000,1.00000000000
G31000901,G3100901,3869,161488.00000000000,1.00000000000
G31000902,G3100902,3011,140508.00000000000,1.00000000000
G31000903,G3100903,2738,102134.00000000000,0.95426473199
G31000903,G3100904,101,4895.00000000000,0.04573526801
G31000904,G3100904,2529,108085.00000000000,1.00000000000
G32000101,G3200100,301,8563.00000000000,0.04828332835
G32000101,G3200200,2627,168786.00000000000,0.95171667165
G32000102,G3200100,2638,67616.00000000000,0.62862349157
G32000102,G3200200,874,39946.00000000000,0.37137650843
G32000103,G3200100,4340,135322.00000000000,0.99117390699
G32000103,G3200200,15,1205.00000000000,0.00882609301
G32000200,G3200100,24,0.00000000000,0.00000000000
G32000200,G3200400,8987,158261.00000000000,1.00000000000
G32000300,G3200300,40154,169583.00000000000,0.99981723207
G32000300,G3200501,59,31.00000000000,0.00018276793
G32000401,G3200506,1781,121315.00000000000,1.00000000000
G32000402,G3200501,713,1433.00000000000,0.01157343843
G32000402,G3200505,355,35779.00000000000,0.28896444782
G32000402,G3200506,1104,86606.00000000000,0.69946211375
G32000403,G3200502,1,0.00000000000,0.00000000000
G32000403,G3200505,1799,179432.00000000000,1.00000000000
G32000404,G3200501,1315,24017.00000000000,0.16632847398
G32000404,G3200502,1176,118461.00000000000,0.82039544306
G32000404,G3200503,2,0.00000000000,0.00000000000
G32000404,G3200505,32,1917.00000000000,0.01327608297
G32000405,G3200509,1503,132169.00000000000,1.00000000000
G32000406,G3200508,1251,137087.00000000000,1.00000000000
G32000407,G3200501,317,7304.00000000000,0.05019275833
G32000407,G3200507,1306,127187.00000000000,0.87402332342
G32000407,G3200510,64,11028.00000000000,0.07578391825
G32000408,G3200510,1716,191845.00000000000,1.00000000000
G32000409,G3200501,6,1.00000000000,0.00000662142
G32000409,G3200504,1069,133578.00000000000,0.88447608012
G32000409,G3200510,105,17446.00000000000,0.11551729846
G32000410,G3200502,11,1775.00000000000,0.01204206242
G32000410,G3200503,1246,142511.00000000000,0.96683175034
G32000410,G3200511,20,3114.00000000000,0.02112618725
G32000411,G3200501,3,72.00000000000,0.00036165639
G32000411,G3200511,2570,199012.00000000000,0.99963834361
G32000412,G3200501,2494,78504.00000000000,0.56797233356
G32000412,G3200502,1,7.00000000000,0.00005064463
G32000412,G3200511,1077,59707.00000000000,0.43197702181
G32000413,G3200501,1431,137118.00000000000,0.97968019891
G32000413,G3200504,4,0.00000000000,0.00000000000
G32000413,G3200511,49,2844.00000000000,0.02031980109
G33000100,G3300100,9532,122173.00000000000,1.00000000000
G33000200,G3300200,8291,115422.00000000000,0.94002573583
G33000200,G3300400,582,7364.00000000000,0.05997426417
G33000300,G3300200,453,5790.00000000000,0.03897021706
G33000300,G3300300,2839,123143.00000000000,0.82882719165
G33000300,G3301000,375,9026.00000000000,0.06075046273
G33000300,G3301100,201,10616.00000000000,0.07145212855
G33000400,G3300400,3815,112324.00000000000,1.00000000000
G33000500,G3300500,6930,120859.00000000000,1.00000000000
G33000600,G3300600,3220,106067.00000000000,1.00000000000
G33000700,G3300400,345,13455.00000000000,0.08869654641
G33000700,G3300600,434,14106.00000000000,0.09298799581
G33000700,G3300700,1772,101043.00000000000,0.66608436554
G33000700,G3301000,722,23093.00000000000,0.15223109224
G33000800,G3300800,2208,109565.00000000000,1.00000000000
G33000900,G3300900,2141,119232.00000000000,0.90239084531
G33000900,G3301000,200,12897.00000000000,0.09760915469
G33001000,G3300700,250,13592.00000000000,0.07142594393
G33001000,G3301000,1356,66315.00000000000,0.34848524659
G33001000,G3301100,3081,110388.00000000000,0.58008880948
G34000101,G3400101,3397,112887.00000000000,1.00000000000
G34000102,G3400102,7032,150867.00000000000,1.00000000000
G34000301,G3400301,1441,109737.00000000000,1.00000000000
G34000302,G3400302,1751,115629.00000000000,1.00000000000
G34000303,G3400303,1382,136607.00000000000,1.00000000000
G34000304,G3400304,1524,120142.00000000000,1.00000000000
G34000305,G3400301,118,8383.00000000000,0.08166267267
G34000305,G3400305,1930,94271.00000000000,0.91833732733
G34000306,G3400306,1589,103661.00000000000,1.00000000000
G34000307,G3400304,1042,69108.00000000000,0.60968143201
G34000307,G3400305,634,44243.00000000000,0.39031856799
G34000308,G3400304,206,11130.00000000000,0.10770794020
G34000308,G3400305,921,43360.00000000000,0.41960613539
G34000308,G3400306,835,48845.00000000000,0.47268592442
G34000400,G3400400,1410,146199.00000000000,1.00000000000
G34000501,G3400302,3,0.00000000000,0.00000000000
G34000501,G3400501,1408,137558.00000000000,1.00000000000
G34000502,G3400501,328,16359.00000000000,0.14978437423
G34000502,G3400502,1571,92858.00000000000,0.85021562577
G34000503,G3400502,2017,108252.00000000000,1.00000000000
G34000601,G3400601,845,133314.00000000000,1.00000000000
G34000601,G3400602,5,0.00000000000,0.00000000000
G34000602,G3400602,617,108122.00000000000,1.00000000000
G34000701,G3400701,933,137921.00000000000,1.00000000000
G34000702,G3400702,699,129014.00000000000,1.00000000000
G34000703,G3400602,47,6161.00000000000,0.04893760674
G34000703,G3400703,1042,119734.00000000000,0.95106239326
G34000800,G3400800,3514,128349.00000000000,1.00000000000
G34000901,G3400901,2109,113682.00000000000,0.99972738385
G34000901,G3401105,3,31.00000000000,0.00027261615
G34000902,G3400902,1624,111297.00000000000,1.00000000000
G34000903,G3400903,1209,68172.00000000000,0.60941313190
G34000903,G3400904,779,43693.00000000000,0.39058686810
G34000904,G3400904,1551,93233.00000000000,0.87905073495
G34000904,G3400905,219,12828.00000000000,0.12094926505
G34000905,G3400905,1791,109601.00000000000,1.00000000000
G34000906,G3400902,1208,70131.00000000000,0.47376847623
G34000906,G3400903,763,77897.00000000000,0.52623152377
G34000907,G3400901,946,58479.00000000000,0.53506628970
G34000907,G3400905,466,50814.00000000000,0.46493371030
G34001001,G3401001,1310,71471.00000000000,0.66425331797
G34001001,G3401002,624,36125.00000000000,0.33574668203
G34001001,G3401504,2,0.00000000000,0.00000000000
G34001002,G3401002,1669,102168.00000000000,0.99879754817
G34001002,G3402302,2,123.00000000000,0.00120245183
G34001003,G3401001,1273,79659.00000000000,0.70148912000
G34001003,G3401002,712,33886.00000000000,0.29840520620
G34001003,G3401903,3,12.00000000000,0.00010567380
G34001101,G3401101,2909,92920.00000000000,0.90519424853
G34001101,G3401102,26,5.00000000000,0.00004870826
G34001101,G3401103,266,9727.00000000000,0.09475704321
G34001102,G3401102,2073,109081.00000000000,0.99952351718
G34001102,G3401105,1,18.00000000000,0.00016493636
G34001102,G3401201,12,32.00000000000,0.00029322020
G34001102,G3402301,3,2.00000000000,0.00001832626
G34001103,G3401101,472,18376.00000000000,0.17285460309
G34001103,G3401103,1908,87933.00000000000,0.82714539691
G34001104,G3401103,269,13109.00000000000,0.12910310324
G34001104,G3401104,2002,88430.00000000000,0.87089689676
G34001104,G3401105,2,0.00000000000,0.00000000000
G34001105,G3401103,1,0.00000000000,0.00000000000
G34001105,G3401104,842,37007.00000000000,0.34262568281
G34001105,G3401105,1561,71003.00000000000,0.65737431719
G34001106,G3401101,9,108.00000000000,0.00105122789
G34001106,G3401102,1117,52296.00000000000,0.50902790621
G34001106,G3401103,495,10142.00000000000,0.09871808599
G34001106,G3401105,712,40191.00000000000,0.39120277991
G34001201,G3401201,4216,115953.00000000000,1.00000000000
G34001202,G3401201,7,2.00000000000,0.00001848924
G34001202,G3401202,3285,108169.00000000000,0.99998151076
G34001203,G3401202,372,26400.00000000000,0.19053117783
G34001203,G3401203,1436,112160.00000000000,0.80946882217
G34001204,G3401201,3541,109001.00000000000,1.00000000000
G34001205,G3401202,712,24806.00000000000,0.23651341508
G34001205,G3401203,2006,80076.00000000000,0.76348658492
G34001301,G3401301,1493,153788.00000000000,1.00000000000
G34001301,G3401401,21,0.00000000000,0.00000000000
G34001301,G3401800,1,0.00000000000,0.00000000000
G34001302,G3401301,6,127.00000000000,0.00102954886
G34001302,G3401302,988,123092.00000000000,0.99786794212
G34001302,G3401404,6,136.00000000000,0.00110250902
G34001401,G3401301,8,114.00000000000,0.00102140470
G34001401,G3401401,1284,111497.00000000000,0.99897859530
G34001402,G3401302,5,99.00000000000,0.00052549165
G34001402,G3401402,1009,110503.00000000000,0.58654953688
G34001402,G3401404,774,77793.00000000000,0.41292497147
G34001403,G3401401,140,7527.00000000000,0.07149370263
G34001403,G3401403,1460,97735.00000000000,0.92831633138
G34001403,G3401404,7,20.00000000000,0.00018996600
G34001404,G3401402,4,84.00000000000,0.00082725205
G34001404,G3401403,592,35185.00000000000,0.34651027664
G34001404,G3401404,934,66272.00000000000,0.65266247132
G34001501,G3401501,2845,130077.00000000000,0.99976173640
G34001501,G3401502,3,0.00000000000,0.00000000000
G34001501,G3401503,1,0.00000000000,0.00000000000
G34001501,G3401600,4,31.00000000000,0.00023826360
G34001502,G3401501,9,18.00000000000,0.00013899829
G34001502,G3401502,2336,129480.00000000000,0.99986100171
G34001502,G3401504,1,0.00000000000,0.00000000000
G34001503,G3401501,1,20.00000000000,0.00017665660
G34001503,G3401503,2162,113190.00000000000,0.99978801208
G34001503,G3401504,2,4.00000000000,0.00003533132
G34001504,G3401503,4,58.00000000000,0.00048529879
G34001504,G3401504,2046,119456.00000000000,0.99951470121
G34001600,G3401600,4475,149265.00000000000,1.00000000000
G34001700,G3401700,3866,108692.00000000000,1.00000000000
G34001800,G3401800,1002,124969.00000000000,1.00000000000
G34001901,G3401901,1442,105200.00000000000,1.00000000000
G34001902,G3401901,11,18.00000000000,0.00017678603
G34001902,G3401902,881,49139.00000000000,0.48261604039
G34001902,G3401903,954,52661.00000000000,0.51720717358
G34001903,G3401902,442,25932.00000000000,0.25747135567
G34001903,G3401903,946,74786.00000000000,0.74252864433
G34001904,G3401901,964,55641.00000000000,0.53607144922
G34001904,G3401902,913,48153.00000000000,0.46392855078
G34002001,G3402001,2797,126916.00000000000,1.00000000000
G34002001,G3402002,1,0.00000000000,0.00000000000
G34002001,G3402003,5,0.00000000000,0.00000000000
G34002002,G3402002,2942,154411.00000000000,0.99982517256
G34002002,G3402003,2,27.00000000000,0.00017482744
G34002003,G3402001,1,170.00000000000,0.00101565301
G34002003,G3402003,5946,167210.00000000000,0.99898434700
G34002101,G3402101,3089,126640.00000000000,1.00000000000
G34002101,G3402104,1,0.00000000000,0.00000000000
G34002102,G3402102,2595,122434.00000000000,1.00000000000
G34002102,G3402103,1,0.00000000000,0.00000000000
G34002103,G3402103,2710,146714.00000000000,1.00000000000
G34002103,G3402201,3,0.00000000000,0.00000000000
G34002104,G3402104,2173,117869.00000000000,1.00000000000
G34002201,G3402103,1,1057.00000000000,0.00814800540
G34002201,G3402201,2644,128668.00000000000,0.99185199460
G34002201,G3402202,1,0.00000000000,0.00000000000
G34002202,G3402202,3635,158563.00000000000,1.00000000000
G34002301,G3402301,1463,84913.00000000000,0.70348707157
G34002301,G3402302,635,35790.00000000000,0.29651292843
G34002302,G3402301,571,33472.00000000000,0.23292323109
G34002302,G3402302,1714,110232.00000000000,0.76707676891
G34002303,G3402301,1704,88464.00000000000,0.86639374767
G34002303,G3402302,260,13642.00000000000,0.13360625233
G34002400,G3402400,3298,113448.00000000000,1.00000000000
G34002500,G3402202,2728,66083.00000000000,0.60331589567
G34002500,G3402400,1071,43450.00000000000,0.39668410433
G34002600,G3400102,309,10795.00000000000,0.09989820470
G34002600,G3400200,4922,97265.00000000000,0.90010179530
G35000100,G3500100,9855,29103.00000000000,0.22770875063
G35000100,G3500700,19768,98705.00000000000,0.77229124937
G35000200,G3500100,6435,100941.00000000000,1.00000000000
G35000300,G0800501,1,0.00000000000,0.00000000000
G35000300,G3500200,18227,107457.00000000000,0.85686604416
G35000300,G3500400,611,17950.00000000000,0.14313395584
G35000400,G3500200,1708,4687.00000000000,0.04551988035
G35000400,G3500300,16913,98279.00000000000,0.95448011965
G35000400,G3501000,1,0.00000000000,0.00000000000
G35000500,G3500400,6090,144170.00000000000,1.00000000000
G35000600,G3500500,9663,130825.00000000000,0.99440563693
G35000600,G3500603,44,736.00000000000,0.00559436307
G35000700,G3500500,2640,76569.00000000000,0.75831162786
G35000700,G3500601,432,13628.00000000000,0.13496677330
G35000700,G3500602,403,7977.00000000000,0.07900131718
G35000700,G3500603,73,310.00000000000,0.00307012766
G35000700,G3500605,235,2489.00000000000,0.02465015400
G35000801,G3500601,1247,88480.00000000000,0.87624782126
G35000801,G3500603,170,12496.00000000000,0.12375217874
G35000802,G3500601,871,54080.00000000000,0.53298116629
G35000802,G3500602,393,26497.00000000000,0.26113908956
G35000802,G3500604,454,20890.00000000000,0.20587974415
G35000803,G3500601,1,0.00000000000,0.00000000000
G35000803,G3500602,1296,71684.00000000000,0.68920958763
G35000803,G3500604,418,15630.00000000000,0.15027545693
G35000803,G3500605,481,16695.00000000000,0.16051495544
G35000804,G3500603,577,23361.00000000000,0.22621941182
G35000804,G3500604,1652,66364.00000000000,0.64264479456
G35000804,G3500605,187,13542.00000000000,0.13113579362
G35000805,G3500500,21,209.00000000000,0.00178164986
G35000805,G3500603,2176,117098.00000000000,0.99821835014
G35000806,G3500605,1860,111134.00000000000,1.00000000000
G35000900,G3500800,22154,109465.00000000000,1.00000000000
G35001001,G3500900,6542,100977.00000000000,1.00000000000
G35001002,G3500900,3232,108256.00000000000,1.00000000000
G35001100,G3500300,4339,20497.00000000000,0.13670225892
G35001100,G3501000,11287,129442.00000000000,0.86329774108
G35001100,G3501100,2,0.00000000000,0.00000000000
G35001100,G4803400,1,0.00000000000,0.00000000000
G35001200,G3501100,16150,118556.00000000000,1.00000000000
G36000100,G3600100,7007,111944.00000000000,1.00000000000
G36000100,G3600200,1,0.00000000000,0.00000000000
G36000200,G3600200,11641,177933.00000000000,1.00000000000
G36000300,G3600300,5914,128923.00000000000,1.00000000000
G36000401,G3600401,7256,115849.00000000000,0.99991368819
G36000401,G3600402,5,10.00000000000,0.00008631181
G36000402,G3600401,448,16615.00000000000,0.10095946430
G36000402,G3600402,3807,147956.00000000000,0.89904053570
G36000403,G3600401,1207,18967.00000000000,0.16641368721
G36000403,G3601900,7410,95008.00000000000,0.83358631279
G36000403,G3602000,2,0.00000000000,0.00000000000
G36000500,G3600500,9377,143316.00000000000,1.00000000000
G36000600,G3600600,5319,122109.00000000000,1.00000000000
G36000701,G3600700,2365,145168.00000000000,1.00000000000
G36000702,G3600801,260,15426.00000000000,0.12420389858
G36000702,G3600802,854,60559.00000000000,0.48759651849
G36000702,G3600803,772,40234.00000000000,0.32394785787
G36000702,G3600804,336,7980.00000000000,0.06425172505
G36000703,G3600700,8,2.00000000000,0.00001231178
G36000703,G3600801,98,3525.00000000000,0.02169951861
G36000703,G3600802,1507,65963.00000000000,0.40606109107
G36000703,G3600803,1968,88339.00000000000,0.54380532608
G36000703,G3600804,148,4617.00000000000,0.02842175246
G36000704,G3600801,741,16734.00000000000,0.14521125661
G36000704,G3600802,2,0.00000000000,0.00000000000
G36000704,G3600803,476,9965.00000000000,0.08647246158
G36000704,G3600804,3938,88540.00000000000,0.76831628181
G36000800,G3601003,3760,93772.00000000000,0.72678514683
G36000800,G3601700,2199,35251.00000000000,0.27321485317
G36000901,G3600902,90,123.00000000000,0.00094164842
G36000901,G3601001,1621,122621.00000000000,0.93874691859
G36000901,G3601003,75,7878.00000000000,0.06031143299
G36000901,G3601004,6,0.00000000000,0.00000000000
G36000902,G3600902,1350,108135.00000000000,0.99935307980
G36000902,G3601001,1,63.00000000000,0.00058222818
G36000902,G3601004,5,7.00000000000,0.00006469202
G36000903,G3600901,1614,102303.00000000000,1.00000000000
G36000903,G3601004,2,0.00000000000,0.00000000000
G36000903,G3601005,27,0.00000000000,0.00000000000
G36000904,G3600901,1,0.00000000000,0.00000000000
G36000904,G3601002,1776,124495.00000000000,1.00000000000
G36000905,G3600901,9,10.00000000000,0.00009574417
G36000905,G3601005,2002,104435.00000000000,0.99990425583
G36000906,G3600902,2,0.00000000000,0.00000000000
G36000906,G3601001,4,0.00000000000,0.00000000000
G36000906,G3601004,2692,174274.00000000000,1.00000000000
G36001000,G3601300,3842,102962.00000000000,1.00000000000
G36001101,G3601502,2234,108256.00000000000,1.00000000000
G36001102,G3601501,2491,108213.00000000000,1.00000000000
G36001201,G3601601,1480,109071.00000000000,1.00000000000
G36001202,G3601602,1360,122366.00000000000,1.00000000000
G36001202,G3601604,1,0.00000000000,0.00000000000
G36001203,G3601603,1679,108414.00000000000,1.00000000000
G36001204,G3601604,2011,151078.00000000000,1.00000000000
G36001205,G3601401,2111,144313.00000000000,0.99117432932
G36001205,G3601402,48,1285.00000000000,0.00882567068
G36001206,G3601401,160,12010.00000000000,0.10379217367
G36001206,G3601402,986,103702.00000000000,0.89620782633
G36001207,G3601603,1,9.00000000000,0.00005395651
G36001207,G3601605,3627,166792.00000000000,0.99994604349
G36001300,G3601200,5438,107548.00000000000,1.00000000000
G36001400,G3601100,3814,107931.00000000000,0.80981249859
G36001400,G3601200,1,0.00000000000,0.00000000000
G36001400,G3602800,1885,25348.00000000000,0.19018750141
G36001500,G3600801,3421,73442.00000000000,0.59816905309
G36001500,G3601800,2298,49336.00000000000,0.40183094691
G36001600,G3602000,5069,105750.00000000000,1.00000000000
G36001700,G3602000,4,0.00000000000,0.00000000000
G36001700,G3602100,3342,154727.00000000000,1.00000000000
G36001801,G3602202,2451,105628.00000000000,1.00000000000
G36001802,G3602201,3848,113979.00000000000,1.00000000000
G36001802,G3602202,2,0.00000000000,0.00000000000
G36001900,G3602300,4987,159429.00000000000,1.00000000000
G36002001,G3602401,1719,106379.00000000000,0.99979323503
G36002001,G3602402,28,22.00000000000,0.00020676497
G36002002,G3602401,21,2.00000000000,0.00001011107
G36002002,G3602402,5267,197801.00000000000,0.99998988893
G36002100,G3602500,6723,112317.00000000000,1.00000000000
G36002100,G3603201,1,0.00000000000,0.00000000000
G36002201,G3602601,3,0.00000000000,0.00000000000
G36002201,G3602602,2624,127478.00000000000,1.00000000000
G36002202,G3602601,4499,110323.00000000000,0.99990030272
G36002202,G3602602,4,11.00000000000,0.00009969728
G36002203,G3601800,3509,50477.00000000000,0.44920352407
G36002203,G3601900,4809,47980.00000000000,0.42698229065
G36002203,G3602601,1067,13913.00000000000,0.12381418528
G36002300,G3601700,3082,101564.00000000000,1.00000000000
G36002401,G3602700,2536,79380.00000000000,0.75693716029
G36002401,G3602800,1120,25490.00000000000,0.24306283971
G36002402,G3602700,2469,27793.00000000000,0.27438223767
G36002402,G3602800,5508,73500.00000000000,0.72561776233
G36002500,G3602900,9065,129263.00000000000,1.00000000000
G36002600,G3603000,6374,134905.00000000000,1.00000000000
G36002701,G3603101,6806,106310.00000000000,0.94755512773
G36002701,G3603102,235,5884.00000000000,0.05244487227
G36002702,G3603102,4326,147846.00000000000,1.00000000000
G36002801,G3603201,3776,127686.00000000000,1.00000000000
G36002802,G3603201,1,0.00000000000,0.00000000000
G36002802,G3603202,2771,169802.00000000000,1.00000000000
G36002901,G3603301,2603,119213.00000000000,0.99995806002
G36002901,G3603303,2,5.00000000000,0.00004193998
G36002902,G3603302,3681,124140.00000000000,1.00000000000
G36002903,G3603301,2,0.00000000000,0.00000000000
G36002903,G3603303,3746,129455.00000000000,1.00000000000
G36003001,G3603601,819,51617.00000000000,0.49953063456
G36003001,G3603602,773,51714.00000000000,0.50046936544
G36003002,G3603601,1641,81578.00000000000,0.78820085218
G36003002,G3603602,297,21921.00000000000,0.21179914782
G36003003,G3603601,4,0.00000000000,0.00000000000
G36003003,G3603602,1212,104857.00000000000,1.00000000000
G36003101,G3603506,2490,102303.00000000000,1.00000000000
G36003102,G3603502,2791,146573.00000000000,1.00000000000
G36003103,G3603501,2936,129886.00000000000,0.96812086790
G36003103,G3603506,74,4277.00000000000,0.03187913210
G36003104,G3603504,1980,118276.00000000000,1.00000000000
G36003105,G3603503,2929,162419.00000000000,1.00000000000
G36003105,G3603504,1,0.00000000000,0.00000000000
G36003106,G3603400,1868,195963.00000000000,0.99993366535
G36003106,G3603503,2,13.00000000000,0.00006633465
G36003107,G3603505,2431,189113.00000000000,1.00000000000
G36003201,G3604201,2156,112079.00000000000,1.00000000000
G36003201,G3604202,2,0.00000000000,0.00000000000
G36003201,G3604204,2,0.00000000000,0.00000000000
G36003202,G3604201,3,3.00000000000,0.00002687426
G36003202,G3604202,1914,111628.00000000000,0.99997312575
G36003203,G3604202,88,5531.00000000000,0.05454904088
G36003203,G3604203,1693,95864.00000000000,0.94545095912
G36003203,G3604208,1,0.00000000000,0.00000000000
G36003204,G3604201,2,106.00000000000,0.00092774121
G36003204,G3604204,1870,114150.00000000000,0.99907225879
G36003205,G3604204,2,4.00000000000,0.00003522925
G36003205,G3604205,1829,113538.00000000000,0.99996477075
G36003206,G3604206,1791,143976.00000000000,1.00000000000
G36003206,G3604207,2,0.00000000000,0.00000000000
G36003207,G3604203,3,27.00000000000,0.00023670507
G36003207,G3604206,1,0.00000000000,0.00000000000
G36003207,G3604207,1441,113970.00000000000,0.99915838199
G36003207,G3604208,8,69.00000000000,0.00060491295
G36003208,G3604203,168,8817.00000000000,0.08229496262
G36003208,G3604208,1890,98322.00000000000,0.91770503738
G36003209,G3604206,2,0.00000000000,0.00000000000
G36003209,G3604208,7,0.00000000000,0.00000000000
G36003209,G3604209,1678,104693.00000000000,1.00000000000
G36003209,G3604210,1,0.00000000000,0.00000000000
G36003210,G3604206,2,0.00000000000,0.00000000000
G36003210,G3604210,1853,103996.00000000000,1.00000000000
G36003211,G3604205,2,0.00000000000,0.00000000000
G36003211,G3604206,1,29.00000000000,0.00026887951
G36003211,G3604211,1820,107811.00000000000,0.99959204488
G36003211,G3604212,6,15.00000000000,0.00013907561
G36003212,G3604210,2,0.00000000000,0.00000000000
G36003212,G3604211,11,79.00000000000,0.00075306947
G36003212,G3604212,1524,104825.00000000000,0.99924693053
G36003301,G3604301,1443,102170.00000000000,1.00000000000
G36003302,G3604301,1483,101092.00000000000,0.99998021643
G36003302,G3604312,3,2.00000000000,0.00001978357
G36003303,G3604302,1861,117801.00000000000,1.00000000000
G36003303,G3604307,1,0.00000000000,0.00000000000
G36003304,G3604303,1986,119632.00000000000,1.00000000000
G36003305,G3604304,5720,136775.00000000000,1.00000000000
G36003306,G3604305,2802,130407.00000000000,1.00000000000
G36003307,G3604305,3,484.00000000000,0.00383506070
G36003307,G3604306,1853,120947.00000000000,0.95834521885
G36003307,G3604308,84,4773.00000000000,0.03781972045
G36003308,G3604307,1613,110121.00000000000,1.00000000000
G36003309,G3604308,1493,101410.00000000000,1.00000000000
G36003310,G3604308,14,0.00000000000,0.00000000000
G36003310,G3604309,1518,128744.00000000000,1.00000000000
G36003311,G3604309,2,0.00000000000,0.00000000000
